Month,Year,Postcode,# of Bonds
April,2020,2479,12
April,2020,2480,127
April,2020,2481,50
April,2020,2482,10
April,2020,2483,33
April,2020,2484,34
April,2020,2485,49
April,2020,2486,65
April,2020,2487,53
April,2020,2488,8
April,2020,2489,21
April,2020,2500,239
April,2020,2502,42
April,2020,2505,20
April,2020,2506,13
April,2020,2508,20
April,2020,2515,20
April,2020,2516,5
April,2020,2517,24
April,2020,2518,48
April,2020,2519,31
April,2020,2525,18
April,2020,2526,24
April,2020,2527,41
April,2020,2528,59
April,2020,2529,67
April,2020,2530,55
April,2020,2533,51
April,2020,2534,11
April,2020,2535,13
April,2020,2536,65
April,2020,2537,37
April,2020,2538,3
April,2020,2539,59
April,2020,2540,118
April,2020,2541,118
April,2020,2545,1
April,2020,2546,34
April,2020,2548,29
April,2020,2549,6
April,2020,2550,29
April,2020,2551,4
April,2020,2555,2
April,2020,2556,5
April,2020,2557,49
April,2020,2558,22
April,2020,2559,12
April,2020,2560,259
April,2020,2563,2
April,2020,2564,26
April,2020,2565,91
April,2020,2566,36
April,2020,2567,62
April,2020,2568,1
April,2020,2569,2
April,2020,2570,155
April,2020,2571,18
April,2020,2572,13
April,2020,2573,19
April,2020,2574,8
April,2020,2575,28
April,2020,2576,38
April,2020,2577,26
April,2020,2578,3
April,2020,2579,10
April,2020,2580,66
April,2020,2582,25
April,2020,2583,2
April,2020,2584,1
April,2020,2585,1
April,2020,2586,5
April,2020,2587,2
April,2020,2588,1
April,2020,2590,18
April,2020,2594,49
April,2020,2618,1
April,2020,2619,13
April,2020,2620,109
April,2020,2621,9
April,2020,2622,8
April,2020,2626,1
April,2020,2627,20
April,2020,2628,10
April,2020,2630,28
April,2020,2631,1
April,2020,2632,3
April,2020,2633,1
April,2020,2640,144
April,2020,2641,79
April,2020,2642,5
April,2020,2643,7
April,2020,2644,1
April,2020,2646,16
April,2020,2647,8
April,2020,2648,2
April,2020,2650,204
April,2020,2651,7
April,2020,2652,1
April,2020,2653,9
April,2020,2655,1
April,2020,2656,2
April,2020,2658,1
April,2020,2659,1
April,2020,2660,2
April,2020,2663,21
April,2020,2665,2
April,2020,2666,17
April,2020,2671,13
April,2020,2672,3
April,2020,2675,3
April,2020,2680,48
April,2020,2681,5
April,2020,2700,13
April,2020,2701,6
April,2020,2703,1
April,2020,2705,36
April,2020,2706,1
April,2020,2707,3
April,2020,2710,40
April,2020,2711,8
April,2020,2712,2
April,2020,2713,11
April,2020,2714,4
April,2020,2715,6
April,2020,2717,3
April,2020,2720,26
April,2020,2721,1
April,2020,2722,6
April,2020,2729,5
April,2020,2730,3
April,2020,2731,11
April,2020,2732,7
April,2020,2733,1
April,2020,2734,1
April,2020,2738,1
April,2020,2739,8
April,2020,2745,77
April,2020,2747,215
April,2020,2749,19
April,2020,2750,262
April,2020,2752,4
April,2020,2753,29
April,2020,2754,18
April,2020,2756,77
April,2020,2757,1
April,2020,2758,4
April,2020,2759,39
April,2020,2760,147
April,2020,2761,58
April,2020,2762,80
April,2020,2763,69
April,2020,2765,114
April,2020,2766,22
April,2020,2767,37
April,2020,2768,28
April,2020,2769,21
April,2020,2770,156
April,2020,2773,4
April,2020,2774,8
April,2020,2775,3
April,2020,2776,4
April,2020,2777,27
April,2020,2778,2
April,2020,2779,4
April,2020,2780,41
April,2020,2782,8
April,2020,2783,5
April,2020,2784,2
April,2020,2785,13
April,2020,2786,5
April,2020,2787,15
April,2020,2790,48
April,2020,2791,1
April,2020,2793,1
April,2020,2794,29
April,2020,2795,139
April,2020,2798,7
April,2020,2799,11
April,2020,2800,178
April,2020,2804,3
April,2020,2806,2
April,2020,2807,1
April,2020,2810,3
April,2020,2820,31
April,2020,2821,3
April,2020,2823,8
April,2020,2824,3
April,2020,2825,10
April,2020,2827,7
April,2020,2828,1
April,2020,2829,9
April,2020,2830,160
April,2020,2831,5
April,2020,2832,6
April,2020,2834,8
April,2020,2835,24
April,2020,2839,2
April,2020,2840,7
April,2020,2842,1
April,2020,2843,1
April,2020,2845,3
April,2020,2847,5
April,2020,2848,11
April,2020,2849,2
April,2020,2850,77
April,2020,2852,5
April,2020,2866,6
April,2020,2868,2
April,2020,2869,2
April,2020,2870,38
April,2020,2871,34
April,2020,2874,1
April,2020,2875,3
April,2020,2877,6
April,2020,2880,32
April,2021,2000,464
April,2021,2007,129
April,2021,2008,178
April,2021,2009,131
April,2021,2010,345
April,2021,2011,313
April,2021,2015,141
April,2021,2016,193
April,2021,2017,392
April,2021,2018,192
April,2021,2019,83
April,2021,2020,252
April,2021,2021,119
April,2021,2022,101
April,2021,2023,49
April,2021,2024,64
April,2021,2025,53
April,2021,2026,229
April,2021,2027,55
April,2021,2028,27
April,2021,2029,62
April,2021,2030,24
April,2021,2031,231
April,2021,2032,133
April,2021,2033,90
April,2021,2034,153
April,2021,2035,155
April,2021,2036,153
April,2021,2037,175
April,2021,2038,62
April,2021,2039,49
April,2021,2040,123
April,2021,2041,106
April,2021,2042,178
April,2021,2043,96
April,2021,2044,41
April,2021,2045,10
April,2021,2046,108
April,2021,2047,75
April,2021,2048,64
April,2021,2049,95
April,2021,2050,105
April,2021,2060,191
April,2021,2061,74
April,2021,2062,34
April,2021,2063,11
April,2021,2064,65
April,2021,2065,280
April,2021,2066,147
April,2021,2067,178
April,2021,2068,41
April,2021,2069,32
April,2021,2070,44
April,2021,2071,30
April,2021,2072,37
April,2021,2073,30
April,2021,2074,43
April,2021,2075,32
April,2021,2076,27
April,2021,2077,207
April,2021,2079,23
April,2021,2081,5
April,2021,2082,7
April,2021,2083,3
April,2021,2084,3
April,2021,2085,11
April,2021,2086,18
April,2021,2087,13
April,2021,2088,131
April,2021,2089,118
April,2021,2090,91
April,2021,2092,9
April,2021,2093,78
April,2021,2094,25
April,2021,2095,126
April,2021,2096,69
April,2021,2097,37
April,2021,2099,156
April,2021,2100,49
April,2021,2101,49
April,2021,2102,18
April,2021,2103,25
April,2021,2104,5
April,2021,2105,2
April,2021,2106,22
April,2021,2107,24
April,2021,2108,4
April,2021,2110,20
April,2021,2111,62
April,2021,2112,213
April,2021,2113,172
April,2021,2114,156
April,2021,2115,33
April,2021,2116,37
April,2021,2117,49
April,2021,2118,91
April,2021,2119,18
April,2021,2120,42
April,2021,2121,157
April,2021,2122,117
April,2021,2125,20
April,2021,2126,19
April,2021,2127,226
April,2021,2128,13
April,2021,2130,72
April,2021,2131,177
April,2021,2132,27
April,2021,2133,30
April,2021,2134,202
April,2021,2135,142
April,2021,2136,20
April,2021,2137,124
April,2021,2138,191
April,2021,2140,197
April,2021,2141,161
April,2021,2142,144
April,2021,2143,26
April,2021,2144,187
April,2021,2145,342
April,2021,2146,56
April,2021,2147,86
April,2021,2148,243
April,2021,2150,369
April,2021,2151,86
April,2021,2152,48
April,2021,2153,127
April,2021,2154,80
April,2021,2155,214
April,2021,2156,6
April,2021,2157,6
April,2021,2158,8
April,2021,2159,7
April,2021,2160,153
April,2021,2161,109
April,2021,2162,27
April,2021,2163,23
April,2021,2164,41
April,2021,2165,103
April,2021,2166,126
April,2021,2167,23
April,2021,2168,78
April,2021,2170,397
April,2021,2171,44
April,2021,2172,1
April,2021,2173,21
April,2021,2174,46
April,2021,2175,1
April,2021,2176,60
April,2021,2177,26
April,2021,2178,7
April,2021,2179,38
April,2021,2190,34
April,2021,2191,8
April,2021,2192,72
April,2021,2193,74
April,2021,2194,158
April,2021,2195,135
April,2021,2196,105
April,2021,2197,11
April,2021,2198,9
April,2021,2199,40
April,2021,2200,191
April,2021,2203,115
April,2021,2204,146
April,2021,2205,201
April,2021,2206,36
April,2021,2207,74
April,2021,2208,14
April,2021,2209,34
April,2021,2210,80
April,2021,2211,32
April,2021,2212,33
April,2021,2213,45
April,2021,2214,2
April,2021,2216,163
April,2021,2217,169
April,2021,2218,71
April,2021,2219,38
April,2021,2220,164
April,2021,2221,18
April,2021,2222,52
April,2021,2223,79
April,2021,2224,20
April,2021,2225,7
April,2021,2226,14
April,2021,2227,41
April,2021,2228,72
April,2021,2229,77
April,2021,2230,144
April,2021,2231,5
April,2021,2232,100
April,2021,2233,34
April,2021,2234,15
April,2021,2250,219
April,2021,2251,52
April,2021,2256,40
April,2021,2257,88
April,2021,2258,14
April,2021,2259,161
April,2021,2260,58
April,2021,2261,122
April,2021,2262,34
April,2021,2263,73
April,2021,2264,37
April,2021,2265,10
April,2021,2267,3
April,2021,2278,1
April,2021,2280,36
April,2021,2281,17
April,2021,2282,24
April,2021,2283,30
April,2021,2284,18
April,2021,2285,112
April,2021,2286,10
April,2021,2287,93
April,2021,2289,42
April,2021,2290,77
April,2021,2291,39
April,2021,2292,10
April,2021,2293,16
April,2021,2294,11
April,2021,2295,17
April,2021,2296,10
April,2021,2297,2
April,2021,2298,47
April,2021,2299,46
April,2021,2300,125
April,2021,2302,20
April,2021,2303,29
April,2021,2304,61
April,2021,2305,40
April,2021,2306,6
April,2021,2307,21
April,2021,2311,1
April,2021,2312,1
April,2021,2315,45
April,2021,2316,6
April,2021,2317,8
April,2021,2318,18
April,2021,2319,15
April,2021,2320,117
April,2021,2321,55
April,2021,2322,62
April,2021,2323,63
April,2021,2324,49
April,2021,2325,71
April,2021,2326,9
April,2021,2327,12
April,2021,2329,7
April,2021,2330,34
April,2021,2333,60
April,2021,2334,7
April,2021,2335,21
April,2021,2336,5
April,2021,2337,18
April,2021,2338,2
April,2021,2340,194
April,2021,2341,6
April,2021,2342,1
April,2021,2343,8
April,2021,2346,10
April,2021,2347,3
April,2021,2350,113
April,2021,2352,9
April,2021,2353,1
April,2021,2354,4
April,2021,2357,5
April,2021,2358,12
April,2021,2360,36
April,2021,2361,1
April,2021,2365,12
April,2021,2370,23
April,2021,2372,11
April,2021,2379,1
April,2021,2380,35
April,2021,2381,2
April,2021,2382,5
April,2021,2387,1
April,2021,2388,2
April,2021,2390,20
April,2021,2397,1
April,2021,2399,1
April,2021,2400,39
April,2021,2401,1
April,2021,2402,2
April,2021,2404,2
April,2021,2406,6
April,2021,2409,2
April,2021,2410,1
April,2021,2420,7
April,2021,2421,2
April,2021,2422,6
April,2021,2423,3
April,2021,2424,1
April,2021,2426,1
April,2021,2427,6
April,2021,2428,61
April,2021,2429,16
April,2021,2430,67
April,2021,2431,14
April,2021,2439,5
April,2021,2440,45
April,2021,2441,6
April,2021,2443,18
April,2021,2444,162
April,2021,2445,15
April,2021,2446,19
April,2021,2447,10
April,2021,2448,26
April,2021,2449,1
April,2021,2450,158
April,2021,2452,34
April,2021,2453,2
April,2021,2454,13
April,2021,2455,10
April,2021,2456,37
April,2021,2460,52
April,2021,2462,2
April,2021,2463,13
April,2021,2464,33
April,2021,2466,6
April,2021,2470,38
April,2021,2471,2
April,2021,2472,2
April,2021,2473,18
April,2021,2474,6
April,2021,2475,1
April,2021,2477,23
April,2021,2478,89
April,2021,2479,16
April,2021,2480,95
April,2021,2481,50
April,2021,2482,18
April,2021,2483,36
April,2021,2484,30
April,2021,2485,64
April,2021,2486,42
April,2021,2487,43
April,2021,2488,12
April,2021,2489,10
April,2021,2500,315
April,2021,2502,32
April,2021,2505,18
April,2021,2506,11
April,2021,2508,15
April,2021,2515,23
April,2021,2516,9
April,2021,2517,32
April,2021,2518,46
April,2021,2519,38
April,2021,2525,23
April,2021,2526,28
April,2021,2527,46
April,2021,2528,28
April,2021,2529,65
April,2021,2530,50
April,2021,2533,26
April,2021,2534,11
April,2021,2535,8
April,2021,2536,47
April,2021,2537,17
April,2021,2538,1
April,2021,2539,42
April,2021,2540,87
April,2021,2541,86
April,2021,2545,2
April,2021,2546,14
April,2021,2548,27
April,2021,2549,3
April,2021,2550,22
April,2021,2551,8
April,2021,2556,3
April,2021,2557,45
April,2021,2558,15
April,2021,2559,6
April,2021,2560,243
April,2021,2563,3
April,2021,2564,41
April,2021,2565,80
April,2021,2566,54
April,2021,2567,67
April,2021,2569,2
April,2021,2570,177
April,2021,2571,14
April,2021,2572,10
April,2021,2573,7
April,2021,2574,6
April,2021,2575,31
April,2021,2576,35
April,2021,2577,39
April,2021,2578,2
April,2021,2579,9
April,2021,2580,74
April,2021,2581,2
April,2021,2582,19
April,2021,2583,4
April,2021,2585,1
April,2021,2586,5
April,2021,2587,7
April,2021,2588,1
April,2021,2590,7
April,2021,2594,29
April,2021,2619,6
April,2021,2620,104
April,2021,2621,9
April,2021,2622,5
April,2021,2623,3
April,2021,2625,1
April,2021,2626,1
April,2021,2627,13
April,2021,2628,7
April,2021,2630,26
April,2021,2631,1
April,2021,2632,3
April,2021,2640,122
April,2021,2641,57
April,2021,2642,5
April,2021,2643,3
April,2021,2644,1
April,2021,2646,22
April,2021,2647,4
April,2021,2648,3
April,2021,2650,186
April,2021,2651,8
April,2021,2652,5
April,2021,2653,3
April,2021,2655,2
April,2021,2656,4
April,2021,2658,1
April,2021,2660,1
April,2021,2663,10
April,2021,2665,2
April,2021,2666,15
April,2021,2671,7
April,2021,2672,4
April,2021,2675,3
April,2021,2680,56
April,2021,2681,1
April,2021,2700,6
April,2021,2701,2
April,2021,2702,1
April,2021,2703,1
April,2021,2705,38
April,2021,2707,1
April,2021,2710,31
April,2021,2711,6
April,2021,2712,4
April,2021,2713,9
April,2021,2714,2
April,2021,2715,2
April,2021,2716,4
April,2021,2717,2
April,2021,2720,18
April,2021,2722,1
April,2021,2729,1
April,2021,2730,1
April,2021,2731,21
April,2021,2732,4
April,2021,2737,1
April,2021,2738,1
April,2021,2739,1
April,2021,2745,50
April,2021,2747,188
April,2021,2749,23
April,2021,2750,234
April,2021,2752,1
April,2021,2753,38
April,2021,2754,19
April,2021,2756,65
April,2021,2757,1
April,2021,2758,2
April,2021,2759,40
April,2021,2760,137
April,2021,2761,54
April,2021,2762,91
April,2021,2763,82
April,2021,2765,103
April,2021,2766,20
April,2021,2767,36
April,2021,2768,38
April,2021,2769,32
April,2021,2770,155
April,2021,2773,4
April,2021,2774,11
April,2021,2775,2
April,2021,2776,3
April,2021,2777,14
April,2021,2778,4
April,2021,2779,9
April,2021,2780,33
April,2021,2782,11
April,2021,2783,3
April,2021,2784,3
April,2021,2785,3
April,2021,2786,4
April,2021,2787,13
April,2021,2790,46
April,2021,2793,1
April,2021,2794,36
April,2021,2795,126
April,2021,2798,1
April,2021,2799,12
April,2021,2800,142
April,2021,2803,1
April,2021,2804,5
April,2021,2810,5
April,2021,2818,1
April,2021,2820,22
April,2021,2821,21
April,2021,2823,3
April,2021,2824,8
April,2021,2825,5
April,2021,2827,10
April,2021,2829,7
April,2021,2830,149
April,2021,2831,3
April,2021,2832,11
April,2021,2833,1
April,2021,2834,5
April,2021,2835,26
April,2021,2839,5
April,2021,2840,3
April,2021,2843,3
April,2021,2844,1
April,2021,2845,4
April,2021,2847,3
April,2021,2848,3
April,2021,2849,3
April,2021,2850,53
April,2021,2852,5
April,2021,2866,4
April,2021,2867,1
April,2021,2870,40
April,2021,2871,27
April,2021,2877,6
April,2021,2880,38
August,2018,2000,504
August,2018,2007,85
August,2018,2008,305
August,2018,2009,117
August,2018,2010,380
August,2018,2011,279
August,2018,2015,92
August,2018,2016,169
August,2018,2017,448
August,2018,2018,107
